epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,800.914,0.91489,0.35289,0.00364,0.97671,0.97537,0.9929,0.75052,0.9877,0.31284,0.00793,0.0004556,0.0004556,0.0004556
41,822.064,0.89371,0.29169,0.00397,0.9821,0.93798,0.98873,0.74706,0.96436,0.42462,0.00798,0.000416,0.000416,0.000416
42,842.125,0.86511,0.27529,0.00387,0.9758,0.97674,0.99161,0.75212,0.92298,0.32036,0.0076,0.0003764,0.0003764,0.0003764
43,862.319,0.84994,0.26898,0.00384,0.98412,0.96109,0.99116,0.75045,0.9093,0.31086,0.00799,0.0003368,0.0003368,0.0003368
44,882.315,0.84154,0.2723,0.00371,0.98575,0.98062,0.99325,0.75615,0.92427,0.28385,0.00792,0.0002972,0.0002972,0.0002972
45,902.252,0.83465,0.26272,0.00367,0.99215,0.97926,0.98964,0.76803,0.91375,0.28264,0.00795,0.0002576,0.0002576,0.0002576
46,922.241,0.84044,0.26404,0.00369,0.98059,0.96512,0.99101,0.76986,0.90492,0.31221,0.00763,0.000218,0.000218,0.000218
47,942.177,0.82307,0.25608,0.00362,0.97437,0.97287,0.99143,0.75854,0.90912,0.29077,0.00775,0.0001784,0.0001784,0.0001784
48,962.055,0.82098,0.26221,0.00355,0.98376,0.95736,0.99173,0.76155,0.90396,0.29168,0.00765,0.0001388,0.0001388,0.0001388
49,982.019,0.79747,0.25501,0.00348,0.96974,0.96512,0.99094,0.7591,0.9201,0.2958,0.00772,9.92e-05,9.92e-05,9.92e-05
50,1001.93,0.81389,0.25813,0.00352,0.97673,0.97628,0.99161,0.76189,0.90608,0.28855,0.00775,5.96e-05,5.96e-05,5.96e-05
