epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.7267,1.68788,7.01106,0.00612,0.77229,0.71233,0.76902,0.38386,1.50197,1.952,0.01241,0.00066417,0.00066417,0.00066417
2,55.3182,1.52018,2.08825,0.00533,0.84276,0.77743,0.87367,0.42671,1.48922,1.16595,0.01282,0.00130449,0.00130449,0.00130449
3,80.5205,1.52408,1.17967,0.0053,0.98085,0.89655,0.95234,0.58348,1.42585,0.65922,0.01298,0.0019184,0.0019184,0.0019184
4,105.465,1.50514,0.99824,0.00513,0.98082,0.89342,0.96062,0.56813,1.40608,0.61318,0.0136,0.0018812,0.0018812,0.0018812
5,131.341,1.48377,0.91658,0.00506,0.86753,0.88088,0.94429,0.58434,1.32125,0.6852,0.01222,0.0018416,0.0018416,0.0018416
6,156.222,1.45729,0.81402,0.00501,0.94738,0.87147,0.94343,0.54567,1.42448,0.69953,0.01311,0.001802,0.001802,0.001802
7,181.264,1.41808,0.76895,0.00483,0.96562,0.93103,0.97997,0.62847,1.25269,0.48254,0.01216,0.0017624,0.0017624,0.0017624
8,207.341,1.39923,0.71084,0.00478,0.96891,0.87935,0.96354,0.61473,1.25332,0.71897,0.0112,0.0017228,0.0017228,0.0017228
9,232.823,1.36963,0.69313,0.00455,0.9027,0.90158,0.95705,0.60815,1.26523,0.59236,0.01172,0.0016832,0.0016832,0.0016832
10,257.633,1.36125,0.6636,0.00455,0.96142,0.93417,0.96718,0.5791,1.3752,0.70809,0.01171,0.0016436,0.0016436,0.0016436
11,283.485,1.3417,0.63784,0.00448,0.90954,0.84326,0.91672,0.59298,1.2542,0.7356,0.01135,0.001604,0.001604,0.001604
12,309.625,1.33853,0.61146,0.00439,0.90136,0.91666,0.95258,0.60319,1.22001,0.61104,0.01022,0.0015644,0.0015644,0.0015644
13,334.612,1.31622,0.61009,0.00436,0.92756,0.92326,0.96785,0.6144,1.2436,0.52869,0.01126,0.0015248,0.0015248,0.0015248
14,359.445,1.28774,0.59455,0.00431,0.97074,0.9361,0.98459,0.63724,1.19614,0.47312,0.01029,0.0014852,0.0014852,0.0014852
15,384.16,1.27724,0.60181,0.00415,0.96434,0.9326,0.9813,0.61092,1.26727,0.58941,0.01035,0.0014456,0.0014456,0.0014456
16,409.765,1.2629,0.57046,0.00419,0.93968,0.9185,0.96997,0.66082,1.13782,0.44772,0.01009,0.001406,0.001406,0.001406
17,435.703,1.24682,0.55055,0.00407,0.97662,0.96238,0.98546,0.67544,1.15157,0.36848,0.01026,0.0013664,0.0013664,0.0013664
18,461.247,1.25894,0.53274,0.00417,0.94364,0.94477,0.97296,0.67426,1.0663,0.43813,0.00891,0.0013268,0.0013268,0.0013268
19,486.803,1.23658,0.54222,0.00403,0.93031,0.94357,0.97108,0.64007,1.17765,0.51634,0.00995,0.0012872,0.0012872,0.0012872
20,511.966,1.21079,0.51204,0.00392,0.97002,0.95611,0.98505,0.65613,1.18629,0.43038,0.01031,0.0012476,0.0012476,0.0012476
21,537.523,1.21131,0.53791,0.00395,0.97253,0.95611,0.98373,0.66173,1.1381,0.39457,0.00938,0.001208,0.001208,0.001208
