checkpoint,data,scope,threshold,source_activation,spike_scale,calibration_stat,replaced,threshold_mean,threshold_min,threshold_max,train_timesteps,eval_timesteps,epochs,lr0,augmentation,run_dir,pre_val_precision,pre_val_recall,pre_val_map50,pre_val_map50_95,pre_test_precision,pre_test_recall,pre_test_map50,pre_test_map50_95,post_val_precision,post_val_recall,post_val_map50,post_val_map50_95,post_test_precision,post_test_recall,post_test_map50,post_test_map50_95
runs/single_chunk/chunk2_LF_relu/weights/best.pt,datasets/subpipe_single_chunk/LF/data.yaml,range5-10+range13-13+range17-22,0.6,ReLU,threshold,p99,49,2.112123,0.53296,5.342288,4,16,3,0.0001,none,/home/alperen/tez/runs/single_chunk/chunk2_LF_relu_hybrid_snn_ft_t4_e3_noaug,0.975021,0.797297,0.871694,0.568,0.980026,0.681466,0.874245,0.574854,0.94345,0.901842,0.929496,0.659329,0.882039,0.934707,0.954873,0.714635
