checkpoint,data,scope,threshold,source_activation,spike_scale,calibration_stat,replaced,threshold_mean,threshold_min,threshold_max,train_timesteps,eval_timesteps,epochs,lr0,augmentation,run_dir,pre_val_precision,pre_val_recall,pre_val_map50,pre_val_map50_95,pre_test_precision,pre_test_recall,pre_test_map50,pre_test_map50_95,post_val_precision,post_val_recall,post_val_map50,post_val_map50_95,post_test_precision,post_test_recall,post_test_map50,post_test_map50_95
runs/single_chunk/chunk2_HF_relu/weights/best.pt,datasets/subpipe_single_chunk/HF/data.yaml,range5-10+range13-13+range17-22,0.6,ReLU,threshold,p99,49,4.821196,0.857152,20.578242,4,16,3,1e-05,none,/home/alperen/tez/runs/single_chunk/chunk2_HF_relu_hybrid_snn_ft_t4_e3_noaug_lr1e5,0.918147,0.842857,0.895901,0.528684,0.875028,0.809524,0.854509,0.519767,0.676415,0.716727,0.729897,0.353285,0.768533,0.698413,0.70559,0.349909
