epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,803.299,1.0777,0.40043,0.00315,0.96483,0.96836,0.99194,0.69646,1.1437,0.35185,0.00977,0.0004952,0.0004952,0.0004952
40,823.699,1.05313,0.3949,0.00311,0.97302,0.97255,0.98989,0.7109,1.0477,0.33175,0.0087,0.0004556,0.0004556,0.0004556
41,845.89,1.02794,0.35379,0.00346,0.97267,0.97685,0.99317,0.70645,1.04415,0.37673,0.00895,0.000416,0.000416,0.000416
42,866.185,1.00105,0.33041,0.00329,0.96218,0.95294,0.98826,0.70163,1.05151,0.32447,0.00872,0.0003764,0.0003764,0.0003764
43,887.038,0.98872,0.33195,0.00327,0.94584,0.96471,0.98882,0.70808,1.04587,0.33603,0.00852,0.0003368,0.0003368,0.0003368
44,907.366,0.99772,0.32238,0.00325,0.98,0.99608,0.99441,0.7121,1.03623,0.28859,0.0086,0.0002972,0.0002972,0.0002972
45,928.769,0.98569,0.32361,0.00325,0.95674,0.96863,0.99016,0.70958,1.03797,0.33468,0.0084,0.0002576,0.0002576,0.0002576
46,949.728,0.96831,0.32615,0.00316,0.96034,0.94947,0.98819,0.71244,1.0293,0.35064,0.00863,0.000218,0.000218,0.000218
47,970.64,0.96861,0.31474,0.00318,0.98943,0.94118,0.99165,0.71118,1.0278,0.33057,0.00831,0.0001784,0.0001784,0.0001784
48,990.893,0.94819,0.31011,0.0031,0.99011,0.98431,0.99417,0.71324,1.05602,0.29369,0.00858,0.0001388,0.0001388,0.0001388
49,1011.47,0.95333,0.31756,0.0031,0.97764,0.96863,0.99251,0.71087,1.03654,0.30336,0.00853,9.92e-05,9.92e-05,9.92e-05
50,1031.76,0.954,0.30419,0.00317,0.98133,0.96863,0.99262,0.71895,1.03527,0.29729,0.00838,5.96e-05,5.96e-05,5.96e-05
