epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,844.915,0.93448,0.37189,0.00357,0.96985,0.97152,0.98817,0.75062,0.87655,0.27731,0.00741,0.0004952,0.0004952,0.0004952
40,866.477,0.90634,0.34991,0.00346,0.97647,0.975,0.98737,0.74116,0.89545,0.27677,0.00724,0.0004556,0.0004556,0.0004556
41,889.038,0.88213,0.29505,0.00379,0.96999,0.97629,0.99036,0.74146,0.89215,0.28017,0.00779,0.000416,0.000416,0.000416
42,910.446,0.88662,0.29229,0.00382,0.98323,0.9839,0.98835,0.75059,0.86459,0.2514,0.00749,0.0003764,0.0003764,0.0003764
43,931.966,0.85986,0.28475,0.00368,0.97966,0.98658,0.98927,0.73704,0.88826,0.25941,0.00734,0.0003368,0.0003368,0.0003368
44,953.296,0.85552,0.27894,0.00362,0.98436,0.98993,0.99142,0.75702,0.8524,0.24288,0.00707,0.0002972,0.0002972,0.0002972
45,974.705,0.85004,0.26783,0.00356,0.98629,0.99329,0.98845,0.75277,0.8558,0.24432,0.00719,0.0002576,0.0002576,0.0002576
46,996.131,0.8262,0.26405,0.00351,0.98666,0.99281,0.99025,0.75589,0.86542,0.23828,0.00716,0.000218,0.000218,0.000218
47,1017.53,0.83003,0.28773,0.00346,0.9846,0.97651,0.98951,0.76249,0.84497,0.25333,0.00715,0.0001784,0.0001784,0.0001784
48,1038.93,0.80796,0.26921,0.00336,0.97866,0.99664,0.98836,0.75868,0.84458,0.23482,0.00701,0.0001388,0.0001388,0.0001388
49,1060.34,0.8148,0.25363,0.00345,0.97044,0.99664,0.98855,0.75714,0.84622,0.24575,0.00715,9.92e-05,9.92e-05,9.92e-05
50,1081.65,0.8136,0.25742,0.00338,0.98157,0.98993,0.98833,0.75851,0.84762,0.24638,0.0069,5.96e-05,5.96e-05,5.96e-05
