epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,240.681,1.21938,0.5465,0.00384,0.97211,0.92536,0.97178,0.6768,1.12835,0.51938,0.01127,0.0012476,0.0012476,0.0012476
21,252.416,1.21113,0.52401,0.00376,0.98139,0.9334,0.98037,0.6731,1.17466,0.50488,0.01263,0.001208,0.001208,0.001208
22,264.497,1.19929,0.50545,0.00381,0.99048,0.92029,0.97891,0.69005,1.20755,0.56301,0.01106,0.0011684,0.0011684,0.0011684
23,276.111,1.14876,0.4899,0.00359,0.96243,0.9292,0.98267,0.71004,1.13931,0.46881,0.01098,0.0011288,0.0011288,0.0011288
24,287.553,1.18365,0.49457,0.00375,0.92252,0.94833,0.97469,0.69877,1.0928,0.47336,0.01028,0.0010892,0.0010892,0.0010892
25,299.483,1.15061,0.49656,0.00358,0.96825,0.9292,0.98373,0.69367,1.12774,0.49426,0.0112,0.0010496,0.0010496,0.0010496
26,311.712,1.16327,0.47079,0.00362,0.98266,0.9292,0.97917,0.69866,1.10193,0.53048,0.01127,0.00101,0.00101,0.00101
27,323.3,1.13335,0.49042,0.0036,0.98033,0.95575,0.98388,0.68542,1.15332,0.46897,0.01164,0.0009704,0.0009704,0.0009704
28,335.04,1.15003,0.48397,0.00365,0.97126,0.9115,0.97976,0.70185,1.11334,0.48032,0.01186,0.0009308,0.0009308,0.0009308
29,347.056,1.12957,0.47959,0.00347,0.97803,0.9292,0.97319,0.71367,1.06326,0.47097,0.00958,0.0008912,0.0008912,0.0008912
30,359.07,1.12589,0.44557,0.0035,0.95658,0.92035,0.97371,0.70389,0.96984,0.52451,0.00994,0.0008516,0.0008516,0.0008516
31,370.975,1.1145,0.43524,0.00345,0.97542,0.9115,0.98159,0.70581,1.07897,0.47672,0.00948,0.000812,0.000812,0.000812
32,382.905,1.12703,0.45297,0.00342,0.99072,0.9469,0.97573,0.72672,1.00421,0.45939,0.00976,0.0007724,0.0007724,0.0007724
33,394.052,1.10466,0.44909,0.00343,0.98103,0.91534,0.98062,0.70637,1.03752,0.51521,0.00957,0.0007328,0.0007328,0.0007328
34,406.23,1.08323,0.42936,0.00331,0.97661,0.92035,0.97895,0.71811,1.04777,0.46904,0.00919,0.0006932,0.0006932,0.0006932
35,417.644,1.07439,0.42286,0.00329,0.97227,0.9469,0.98461,0.73948,0.99887,0.42848,0.00933,0.0006536,0.0006536,0.0006536
36,429.367,1.05232,0.41506,0.00318,0.98321,0.9292,0.98753,0.7324,0.95193,0.42825,0.00856,0.000614,0.000614,0.000614
37,440.899,1.0424,0.40577,0.00316,0.97411,0.9292,0.97873,0.72582,0.97882,0.44362,0.00992,0.0005744,0.0005744,0.0005744
38,452.266,1.04321,0.40152,0.00327,0.99059,0.93118,0.98397,0.72967,0.98913,0.44025,0.00928,0.0005348,0.0005348,0.0005348
39,464.223,1.02957,0.41036,0.00315,0.98938,0.9469,0.9843,0.73105,0.94933,0.42574,0.00937,0.0004952,0.0004952,0.0004952
40,475.829,1.01171,0.40034,0.00304,0.98754,0.93805,0.98657,0.74346,0.9401,0.43499,0.00893,0.0004556,0.0004556,0.0004556
41,489.468,0.98268,0.3231,0.00333,0.9345,0.9292,0.98025,0.74738,0.8895,0.50586,0.00726,0.000416,0.000416,0.000416
42,500.824,0.97523,0.32931,0.00338,0.98139,0.9332,0.98792,0.735,0.94144,0.41125,0.00751,0.0003764,0.0003764,0.0003764
43,512.565,0.9651,0.32913,0.00324,0.97235,0.93378,0.98614,0.7387,0.9957,0.42089,0.00936,0.0003368,0.0003368,0.0003368
44,524.102,0.93689,0.31744,0.00318,1,0.93416,0.98554,0.73824,0.95301,0.42655,0.00801,0.0002972,0.0002972,0.0002972
45,535.28,0.94095,0.31946,0.00319,0.97396,0.95575,0.98824,0.74233,0.89573,0.39905,0.00725,0.0002576,0.0002576,0.0002576
46,546.54,0.92669,0.3146,0.00313,0.9818,0.95575,0.98655,0.74774,0.93943,0.40029,0.00758,0.000218,0.000218,0.000218
47,558.507,0.92771,0.31645,0.00315,0.95291,0.95575,0.98441,0.75168,0.88935,0.3944,0.00729,0.0001784,0.0001784,0.0001784
48,570.228,0.92889,0.30702,0.00308,0.99068,0.94102,0.98594,0.74067,0.96395,0.40363,0.0087,0.0001388,0.0001388,0.0001388
49,581.409,0.90928,0.31465,0.00308,0.96788,0.9469,0.98543,0.74302,0.95566,0.40413,0.00857,9.92e-05,9.92e-05,9.92e-05
50,593.256,0.9157,0.31373,0.00302,0.93053,0.94827,0.98294,0.74898,0.93572,0.43631,0.00782,5.96e-05,5.96e-05,5.96e-05
