checkpoint,data,scope,threshold,source_activation,spike_scale,calibration_stat,calibration_granularity,surrogate_alpha,learn_thresholds,replaced,threshold_mean,threshold_min,threshold_max,train_timesteps,eval_timesteps,epochs,lr0,augmentation,run_dir,pre_val_precision,pre_val_recall,pre_val_map50,pre_val_map50_95,pre_test_precision,pre_test_recall,pre_test_map50,pre_test_map50_95,post_val_precision,post_val_recall,post_val_map50,post_val_map50_95,post_test_precision,post_test_recall,post_test_map50,post_test_map50_95
runs/single_chunk/chunk2_HF_relu/weights/best.pt,datasets/subpipe_single_chunk/HF/data.yaml,range5-10+range13-13+range17-22+only16,0.4,ReLU,threshold,p99,channel,4.0,True,58,0.641873,1e-06,16.735237,2,16,1,5e-05,none,runs/single_chunk/chunk2_HF_relu_safe_plus16_native_probe_t2_e1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251946,0.4,0.29067,0.047713,0.216908,0.391334,0.225392,0.039239
