checkpoint,data,scope,threshold,source_activation,spike_scale,calibration_stat,calibration_granularity,surrogate_alpha,learn_thresholds,replaced,threshold_mean,threshold_min,threshold_max,train_timesteps,eval_timesteps,epochs,lr0,augmentation,run_dir,pre_val_precision,pre_val_recall,pre_val_map50,pre_val_map50_95,pre_test_precision,pre_test_recall,pre_test_map50,pre_test_map50_95,post_val_precision,post_val_recall,post_val_map50,post_val_map50_95,post_test_precision,post_test_recall,post_test_map50,post_test_map50_95
runs/single_chunk/chunk2_LF_relu/weights/best.pt,datasets/subpipe_single_chunk/LF/data.yaml,backbone,0.4,ReLU,threshold,p99,channel,4.0,True,69,0.623191,1e-06,30.572149,2,8,1,5e-05,none,runs/single_chunk/chunk2_LF_relu_spiking_backbone_native_probe_t2_e1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
