checkpoint,data,scope,threshold,source_activation,spike_scale,calibration_stat,calibration_granularity,surrogate_alpha,learn_thresholds,replaced,threshold_mean,threshold_min,threshold_max,train_timesteps,eval_timesteps,epochs,lr0,augmentation,run_dir,pre_val_precision,pre_val_recall,pre_val_map50,pre_val_map50_95,pre_test_precision,pre_test_recall,pre_test_map50,pre_test_map50_95,post_val_precision,post_val_recall,post_val_map50,post_val_map50_95,post_test_precision,post_test_recall,post_test_map50,post_test_map50_95
runs/single_chunk/chunk2_LF_relu/weights/best.pt,datasets/subpipe_single_chunk/LF/data.yaml,range5-10+range13-13+range17-22+only16,0.4,ReLU,threshold,p99,channel,4.0,True,58,0.467777,1e-06,7.857409,2,16,1,5e-05,none,runs/single_chunk/chunk2_LF_relu_safe_plus16_native_probe_t2_e1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195335,0.905405,0.74371,0.442739,0.192308,0.902778,0.709847,0.436543
